City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
482,newberry,34.2746,-81.6187,31.32,44,96,2.07,US,1690559247
483,cairns,-16.9167,145.7667,20.97,78,75,4.63,AU,1690559247
484,chaiya,9.3862,99.1986,26.99,83,100,3.67,TH,1690559247
485,namibe,-15.1961,12.1522,19.31,64,29,9.64,AO,1690559248
486,canutama,-6.5339,-64.3831,36.39,27,1,2.38,BR,1690559248
487,nebbi,2.4783,31.0889,22.85,74,88,1.36,UG,1690559248
488,guider,9.9342,13.9486,28.49,56,99,2.84,CM,1690559248
489,singaraja,-8.112,115.0882,23.66,78,54,2.78,ID,1690559249
490,uvelskiy,54.4446,61.3574,25.69,56,15,3.97,RU,1690559249
491,suez,29.9737,32.5263,37.44,18,0,7.15,EG,1690559249
492,kefamenanu,-9.4467,124.4781,20.58,91,82,1.09,ID,1690559250
493,bowen,-20.0167,148.2333,18.03,87,3,5.01,AU,1690559250
494,sao joao da barra,-21.6403,-41.0511,27.05,75,81,6.13,BR,1690559250
495,tulun,54.5611,100.5792,17.65,77,62,1.52,RU,1690559250
496,nanyang,32.9947,112.5328,24.22,94,63,4.52,CN,1690559251
497,marsh harbour,26.5412,-77.0636,29.91,71,100,6.74,BS,1690559251
498,barguzin,53.6167,109.6167,15.53,93,45,1.0,RU,1690559251
499,ban dung,17.699,103.2596,27.79,100,100,3.37,TH,1690559252
500,vila franca do campo,37.7167,-25.4333,24.23,77,25,4.64,PT,1690559252
501,port lincoln,-34.7333,135.8667,12.41,89,4,5.22,AU,1690559252
502,bamenda,5.9527,10.1582,19.13,97,100,1.26,CM,1690559253
503,portree,57.4129,-6.1942,16.96,72,88,3.69,GB,1690559253
504,cap malheureux,-19.9842,57.6142,21.37,70,4,0.45,MU,1690559254
505,ouadda,8.0777,22.4007,24.54,89,68,1.66,CF,1690559254
506,mazatlan,23.2167,-106.4167,31.62,77,75,0.89,MX,1690559049
507,machinga,-15.1685,35.3,21.42,38,2,1.38,MW,1690559255
508,verkhnevilyuysk,63.4453,120.3167,17.13,75,95,1.96,RU,1690559255
509,mangan,27.5167,88.5333,25.32,93,96,0.51,IN,1690559255
510,vyazemskiy,47.5378,134.7525,21.82,93,100,1.94,RU,1690559255
511,kirksville,40.1948,-92.5833,30.97,51,0,6.17,US,1690559256
512,arvika,59.6553,12.5852,20.34,54,100,1.43,SE,1690559256
513,witu,-2.3889,40.4382,26.09,82,11,5.67,KE,1690559256
514,innisfail,-17.5333,146.0333,17.88,91,27,1.8,AU,1690559257
515,niono,14.2526,-5.993,36.1,36,100,4.4,ML,1690559257
516,homer,59.6425,-151.5483,14.89,83,20,1.54,US,1690559257
517,roros,62.5747,11.3842,12.91,82,40,1.03,NO,1690559258
518,gogrial,8.5332,28.1004,28.54,63,86,1.28,SS,1690559258
519,doha,25.2867,51.5333,42.17,59,0,3.09,QA,1690559125
520,ndele,8.4109,20.6473,25.15,87,91,2.19,CF,1690559258
521,kokoda,-8.8785,147.7407,23.23,97,99,0.48,PG,1690559259
522,nouadhibou,20.931,-17.0347,26.99,54,25,9.26,MR,1690559259
523,mildura,-34.2,142.15,10.6,83,2,1.41,AU,1690559259
524,mansa,29.9833,75.3833,28.42,79,70,3.03,IN,1690559260
525,sinazongwe,-17.2614,27.4618,22.68,44,40,2.85,ZM,1690559260
526,tromso,69.6489,18.9551,13.95,72,20,5.66,NO,1690559260
527,celestun,20.8667,-90.4,30.12,69,41,4.19,MX,1690559260
528,progreso,21.2833,-89.6667,32.84,71,12,4.99,MX,1690559261
529,nexo,55.0607,15.1306,20.05,72,2,5.46,DK,1690559261
530,nassau,25.0582,-77.3431,30.99,70,40,7.2,BS,1690559255
531,isangel,-19.55,169.2667,19.65,67,99,5.29,VU,1690559262
532,san carlos,9.6612,-68.5827,28.2,82,54,2.79,VE,1690559262
533,padang,-0.9492,100.3543,26.03,88,100,1.46,ID,1690559262
534,sao raimundo das mangabeiras,-7.0219,-45.4811,35.63,25,1,3.24,BR,1690559263
535,kenai,60.5544,-151.2583,13.41,93,100,1.54,US,1690559263
536,tahoua,14.8888,5.2692,35.9,33,80,2.91,NE,1690559263
537,nombre de dios,23.85,-104.2333,18.75,46,91,2.05,MX,1690559263
538,yushu,44.8,126.5333,22.54,96,100,4.32,CN,1690559264
539,la palma,33.8464,-118.0467,28.73,86,75,2.57,US,1690559264
540,namikupa,-10.8333,39.6,23.67,62,83,3.89,TZ,1690559264
